cluster_id,customer_count,geometry
893ca9c8887ffff,37,"POLYGON ((86.48849165276695 23.79876532195248, 86.48707774311819 23.79737146442324, 86.4876607810893 23.79561818727865, 86.48624689711161 23.79422430014302, 86.48682993111738 23.79247097791721, 86.48541607281047 23.79107706118517, 86.48599910285068 23.78932369388651, 86.4845852702143 23.78792974756799, 86.48516829628868 23.78617633520486, 86.48716514756228 23.78581685701896, 86.48774816223357 23.78406338745575, 86.48974502429735 23.78370385541155, 86.49115890132143 23.78509780840847, 86.49315580379771 23.78473823798416, 86.49456972867374 23.78613216473498, 86.49656667154979 23.78577255592598, 86.49798064426977 23.78716645642156, 86.4973976519379 23.78891996238911, 86.49881165032386 23.7903138332844, 86.4982286540311 23.79206729418334, 86.49623165189875 23.79242687206036, 86.49564864419159 23.79418027575836, 86.49365165282394 23.79453979977112, 86.49306863370472 23.79629314626149, 86.49448261340235 23.79768698086496, 86.4938995903204 23.79944028226788, 86.4919025800927 23.79979973694088, 86.49131954559995 23.80155298112422, 86.4893225461508 23.80191238192038, 86.48790861083071 23.8005185540075, 86.48849165276695 23.79876532195248))"
893ca9c8a9bffff,14,"POLYGON ((86.47793963076305 23.76274855309591, 86.47852262510234 23.76099478051823, 86.48051923929646 23.76063517842557, 86.48110222224111 23.75888134868979, 86.48309884724402 23.75852169276859, 86.4845125189336 23.75991588207381, 86.48392954342034 23.76166972397398, 86.48193288878493 23.76202936440496, 86.4813499018736 23.76378314914848, 86.48276357702923 23.76517730562271, 86.48218058615149 23.76693104536559, 86.48359428697454 23.76832517232469, 86.48301129213063 23.77007886705855, 86.48101458903191 23.7704384226742, 86.4796009104132 23.76904429904627, 86.47760424776163 23.76940381631221, 86.47702123409275 23.7711574417112, 86.47502458226155 23.77151690513227, 86.47361097373994 23.77012275865372, 86.47419399483127 23.76836914542037, 86.47619061702294 23.7680096664995, 86.47677362672329 23.76625599608938, 86.47877025973766 23.76589646332738, 86.47935325804468 23.7641427357472, 86.47793963076305 23.76274855309591))"
893ca9c8aabffff,58,"POLYGON ((86.50414512061013 23.76297373516576, 86.50356219374203 23.7647276949616, 86.50156532634465 23.7650875809771, 86.50098238805901 23.76684148363033, 86.49898553140788 23.76720131582169, 86.49757164266454 23.76580726082301, 86.49557482639109 23.76616705465312, 86.4949918692388 23.76792088801412, 86.49299506373013 23.76828062801491, 86.49241209516848 23.77003440421841, 86.49041530043266 23.77039409038542, 86.48900150388764 23.76900001582486, 86.48700474956311 23.76935966363375, 86.48559100087508 23.76796556286935, 86.48359428697454 23.76832517232469, 86.48218058615149 23.76693104536559, 86.48276357702923 23.76517730562271, 86.4813499018736 23.76378314914848, 86.48193288878493 23.76202936440496, 86.48392954342034 23.76166972397398, 86.4845125189336 23.75991588207381, 86.48650918436742 23.75955618781502, 86.48792290391701 23.76095035094173, 86.48991960976898 23.76059061834076, 86.49133337717055 23.76198475527978, 86.49333012342797 23.76162498433205, 86.49391307265707 23.75987106096989, 86.49590982968391 23.75951123620028, 86.49732366710379 23.76090535026381, 86.49674072532363 23.76265928577511, 86.49815458840511 23.76405337031121, 86.50015141543523 23.76369352265622, 86.50073434976171 23.76193957500034, 86.50273118754042 23.76157967352494, 86.50414512061013 23.76297373516576))"
893ca9c8ab7ffff,14,"POLYGON ((86.49324296703853 23.77318218375104, 86.49124614267473 23.77354185444324, 86.49066315874272 23.77529552845889, 86.48866634515757 23.77565514530914, 86.48725254513589 23.77426110362182, 86.48525577197015 23.7746206821079, 86.48384201981148 23.77322661420902, 86.48442501862135 23.77147296449253, 86.48642176215446 23.77111337052262, 86.48700474956311 23.76935966363375, 86.48900150388764 23.76900001582486, 86.49041530043266 23.77039409038542, 86.49241209516848 23.77003440421841, 86.49299506373013 23.76828062801491, 86.4949918692388 23.76792088801412, 86.49640573581034 23.76931493968835, 86.4958227746968 23.77106872803621, 86.49382593956247 23.77142845256592, 86.49324296703853 23.77318218375104))"
893ca9c8bd3ffff,64,"POLYGON ((86.51029752315911 23.77835308626513, 86.51171163233727 23.77974697381725, 86.51112869315195 23.78150072062025, 86.50913163731774 23.78186056775181, 86.50854868670622 23.78361425738742, 86.50655164159618 23.78397405067696, 86.50513757671764 23.78258016978079, 86.50314057196104 23.78293992467793, 86.50172655490441 23.78154601751591, 86.49972959051398 23.78190573402523, 86.49831562128725 23.78051180060649, 86.49889859428308 23.77875814734831, 86.49748465072054 23.77736418435074, 86.49806761975583 23.77561048605429, 86.49665370185723 23.77421649348787, 86.49465683709717 23.7745762025481, 86.49324296703853 23.77318218375104, 86.49382593956247 23.77142845256592, 86.4958227746968 23.77106872803621, 86.49640573581034 23.76931493968835, 86.4949918692388 23.76792088801412, 86.49557482639109 23.76616705465312, 86.49757164266454 23.76580726082301, 86.49898553140788 23.76720131582169, 86.50098238805901 23.76684148363033, 86.50156532634465 23.7650875809771, 86.50356219374203 23.7647276949616, 86.50497615247133 23.7661217270581, 86.50697306022326 23.76576180267752, 86.50838706676447 23.76715580854046, 86.50780414340288 23.76890973546279, 86.50921817560294 23.77030371176298, 86.50863524828506 23.77205759366804, 86.5066382813003 23.77241748714422, 86.50605534255942 23.77417131189764, 86.50746937826909 23.77556525530131, 86.50688643557109 23.77731903502382, 86.5083004969414 23.77871294884328, 86.51029752315911 23.77835308626513))"
893ca9c8c0fffff,23,"POLYGON ((86.4765101925291 23.80092117364491, 86.47509642306144 23.7995272703028, 86.4730995962137 23.79988646363091, 86.47251650918808 23.80163954480255, 86.47051969317683 23.80199868424201, 86.46993659476121 23.80375170816817, 86.46793978959454 23.80411079371455, 86.466526112496 23.80271687084148, 86.46710921832606 23.80096385906635, 86.46910599384138 23.80060475801282, 86.46968908828484 23.79885168899075, 86.47168587464705 23.79849253404786, 86.47226895770159 23.79673940778555, 86.47426575490263 23.79638019895773, 86.47484882656583 23.79462701546185, 86.47684563459758 23.79426775275354, 86.47825940060935 23.79566168903754, 86.47767633637083 23.79741488468007, 86.47909012805692 23.79880879137304, 86.47850705984963 23.80056194192701, 86.4765101925291 23.80092117364491))"
893ca9c8c3bffff,30,"POLYGON ((86.4825008457675 23.79984338621376, 86.48108700619539 23.79844950577165, 86.47909012805692 23.79880879137304, 86.47767633637083 23.79741488468007, 86.47825940060935 23.79566168903754, 86.47684563459758 23.79426775275354, 86.47742869486714 23.7925145120308, 86.47942551372151 23.79215519544643, 86.480008562595 23.79040189750352, 86.47859480004212 23.78900792829289, 86.47917784494746 23.78725458528339, 86.48117464497665 23.78689519933721, 86.48258842973902 23.78828917189117, 86.4845852702143 23.78792974756799, 86.48599910285068 23.78932369388651, 86.48541607281047 23.79107706118517, 86.48682993111738 23.79247097791721, 86.48624689711161 23.79422430014302, 86.4876607810893 23.79561818727865, 86.48707774311819 23.79737146442324, 86.48849165276695 23.79876532195248, 86.48790861083071 23.8005185540075, 86.48591165180571 23.8008779164008, 86.48449776435561 23.79948406221872, 86.4825008457675 23.79984338621376))"
893ca9c8c47ffff,26,"POLYGON ((86.47742869486714 23.7925145120308, 86.47684563459758 23.79426775275354, 86.47484882656583 23.79462701546185, 86.47426575490263 23.79638019895773, 86.47226895770159 23.79673940778555, 86.47168587464705 23.79849253404786, 86.46968908828484 23.79885168899075, 86.46827541462723 23.79745773317592, 86.4688585050983 23.79570461906631, 86.46744485711829 23.7943106336758, 86.4680279436167 23.79255747448699, 86.46661432131407 23.79116345953078, 86.46719740383961 23.78941025527115, 86.46919410125497 23.78905105380835, 86.47060774579259 23.79044507211386, 86.47260448370037 23.79008583228178, 86.47401817614201 23.79147982437166, 86.47601495452945 23.79112054616573, 86.47659801082973 23.78936726037115, 86.47859480004212 23.78900792829289, 86.480008562595 23.79040189750352, 86.47942551372151 23.79215519544643, 86.47742869486714 23.7925145120308))"
893ca9c8cafffff,16,"POLYGON ((86.48790861083071 23.8005185540075, 86.4893225461508 23.80191238192038, 86.48873950024971 23.80366556887746, 86.48674251158721 23.8040249157923, 86.48615945428007 23.80577804551641, 86.48416247641234 23.80613733854551, 86.48274858549277 23.80474351733224, 86.4807516480701 23.80510277195704, 86.48016857192601 23.8068558323088, 86.47817164531661 23.80721503304269, 86.47675782449693 23.8058211889156, 86.47734090806958 23.80406814070112, 86.47592711292606 23.80267426696154, 86.47393025643159 23.80303344479152, 86.47251650918808 23.80163954480255, 86.4730995962137 23.79988646363091, 86.47509642306144 23.7995272703028, 86.4765101925291 23.80092117364491, 86.47850705984963 23.80056194192701, 86.47909012805692 23.79880879137304, 86.48108700619539 23.79844950577165, 86.4825008457675 23.79984338621376, 86.48449776435561 23.79948406221872, 86.48591165180571 23.8008779164008, 86.48790861083071 23.8005185540075))"
893ca9c8cb3ffff,46,"POLYGON ((86.46877038256922 23.80725765366449, 86.46735667979127 23.80586376038853, 86.46793978959454 23.80411079371455, 86.46993659476121 23.80375170816817, 86.47051969317683 23.80199868424201, 86.47251650918808 23.80163954480255, 86.47393025643159 23.80303344479152, 86.47592711292606 23.80267426696154, 86.47734090806958 23.80406814070112, 86.47675782449693 23.8058211889156, 86.47817164531661 23.80721503304269, 86.48016857192601 23.8068558323088, 86.4807516480701 23.80510277195704, 86.48274858549277 23.80474351733224, 86.48416247641234 23.80613733854551, 86.48615945428007 23.80577804551641, 86.48757339307564 23.80717184045279, 86.48699033180279 23.80892492506537, 86.48840429627148 23.81031869036394, 86.48782123103318 23.81207172985664, 86.48582419388573 23.81243099192619, 86.48441025161765 23.81103722998159, 86.48241325491064 23.81139645363623, 86.48183017083068 23.81314942375235, 86.47983318493232 23.81350859350864, 86.4784193127596 23.81211480863638, 86.47642236732483 23.81247393998163, 86.47500854304911 23.81108012883467, 86.47301163809065 23.81143922177344, 86.47159786172 23.81004538436095, 86.46960099725057 23.81040443889784, 86.46818726879297 23.80901057522897, 86.46877038256922 23.80725765366449))"
893ca9c8e37ffff,29,"POLYGON ((86.4829237301348 23.78163489642906, 86.48092694893421 23.78199435172676, 86.48034391939355 23.78374779699748, 86.47834714900401 23.78410719843544, 86.47693343779594 23.78271317009562, 86.47751647476422 23.78095973697801, 86.47610278922815 23.77956567908855, 86.47668582222752 23.77781220092945, 86.47527216236321 23.77641811350032, 86.47585519139349 23.77466459030809, 86.47444155720063 23.77327047334926, 86.47502458226155 23.77151690513227, 86.47702123409275 23.7711574417112, 86.4784348905014 23.77255156200572, 86.48043158279019 23.77219206023423, 86.48184528707785 23.77358615433551, 86.48384201981148 23.77322661420902, 86.48525577197015 23.7746206821079, 86.48467276919457 23.77637428679864, 86.48608654702144 23.77776832515247, 86.4855035402804 23.77952188480906, 86.48350674827684 23.77988139396205, 86.4829237301348 23.78163489642906))"
893ca9c8e57ffff,24,"POLYGON ((86.46255032714818 23.76387049124305, 86.46396376628675 23.76526474570315, 86.4659602670225 23.76490538179005, 86.46737375407308 23.76629961010206, 86.46679071815099 23.76805319899039, 86.46820423087456 23.76944739780954, 86.46762119098031 23.77120094168776, 86.46903472937707 23.77259511100406, 86.47103132989909 23.77223573977885, 86.4724449161979 23.77362988292101, 86.47186187974729 23.77538339394927, 86.46986524958113 23.77574274966727, 86.46928220174321 23.77749620350011, 86.46728558242168 23.77785550535988, 86.46587204058571 23.77646136889731, 86.46387546176574 23.77682063240909, 86.46246196784584 23.77542646977383, 86.46304503050344 23.77367304028559, 86.46163156225927 23.77227884814444, 86.46221462094256 23.77052537363558, 86.46080117837388 23.7691311519985, 86.46138423308265 23.76737763247741, 86.45997081618918 23.76598338135438, 86.46055386692316 23.76422981682941, 86.46255032714818 23.76387049124305))"
893ca9c8eb3ffff,83,"POLYGON ((86.46728558242168 23.77785550535988, 86.46928220174321 23.77749620350011, 86.47069579148722 23.77889031378081, 86.47269245129759 23.77853097356843, 86.4732754917186 23.77677750757017, 86.47527216236321 23.77641811350032, 86.47668582222752 23.77781220092945, 86.47610278922815 23.77956567908855, 86.47751647476422 23.78095973697801, 86.47693343779594 23.78271317009562, 86.47834714900401 23.78410719843544, 86.47776410806708 23.78586058650318, 86.47917784494746 23.78725458528339, 86.47859480004212 23.78900792829289, 86.47659801082973 23.78936726037115, 86.47601495452945 23.79112054616573, 86.47401817614201 23.79147982437166, 86.47260448370037 23.79008583228178, 86.47060774579259 23.79044507211386, 86.46919410125497 23.78905105380835, 86.46719740383961 23.78941025527115, 86.46661432131407 23.79116345953078, 86.4680279436167 23.79255747448699, 86.46744485711829 23.7943106336758, 86.46544814090558 23.79466976574843, 86.46403454084364 23.79327575414376, 86.46203786514413 23.79363484784567, 86.46062431300827 23.79224081003602, 86.46120741432303 23.7904876751726, 86.46320406036899 23.79012856595342, 86.46378715030376 23.78837537385733, 86.46237360159826 23.78698130314809, 86.4629566875586 23.78522806599267, 86.46154316453091 23.78383396574609, 86.46212624651663 23.78208068353969, 86.46412284412456 23.78172148940965, 86.46470591473002 23.77996814998773, 86.4667025231988 23.7796089019906, 86.46728558242168 23.77785550535988))"
893ca9c8ecfffff,24,"POLYGON ((86.46163156225927 23.77227884814444, 86.46304503050344 23.77367304028559, 86.46246196784584 23.77542646977383, 86.46387546176574 23.77682063240909, 86.4632923951341 23.77857401686836, 86.46129582717734 23.77893322651676, 86.45988235550445 23.77753906722542, 86.46046542954016 23.7757856949422, 86.45905198354431 23.77439150614344, 86.45705548576564 23.77475069297299, 86.45564208770182 23.7733564780199, 86.45622516516025 23.77160307289457, 86.45481179277418 23.77020882845247, 86.45539486625572 23.7684553783128, 86.45398151954714 23.76706110439165, 86.45456458905154 23.76530760924599, 86.45656099787023 23.76494837583103, 86.45714405600312 23.76319482349462, 86.45914047570466 23.7628355362304, 86.46055386692316 23.76422981682941, 86.45997081618918 23.76598338135438, 86.46138423308265 23.76737763247741, 86.46080117837388 23.7691311519985, 86.46221462094256 23.77052537363558, 86.46163156225927 23.77227884814444))"
893ca9c9123ffff,8,"POLYGON ((86.42489000207219 23.73602335260665, 86.42430690884112 23.73777707694765, 86.42571974000377 23.73917173923383, 86.42513664278489 23.74092541864944, 86.42314070705214 23.74128442353384, 86.42172789821086 23.7398897645844, 86.42231100277978 23.73813609741426, 86.42089821962206 23.73674140912323, 86.42148132020188 23.73498769703084, 86.42347719659183 23.73462866098045, 86.42489000207219 23.73602335260665))"
893ca9c945bffff,30,"POLYGON ((86.36627916535333 23.73171914236137, 86.36769123401024 23.73311415447819, 86.36710798916874 23.7348674332146, 86.36511266839867 23.73522568751921, 86.36452941227552 23.73697890903253, 86.36594148419307 23.73837388855387, 86.36793683467572 23.73801564991911, 86.36852008352709 23.73626241609357, 86.37051544516311 23.73590412359107, 86.37192758765693 23.73729908057909, 86.37134434608205 23.73905232671229, 86.36934895473573 23.73941060355024, 86.36876570187474 23.74116379245653, 86.3701778476367 23.74255871682983, 86.36959459076631 23.74431186080847, 86.36759918085842 23.74467006810832, 86.3670159127032 23.74642315484813, 86.3650205139522 23.74678130826839, 86.3636084130725 23.74538639061877, 86.3616130552037 23.74574450582911, 86.36020100247943 23.74434956228229, 86.36078428517183 23.74259650016185, 86.36277961332343 23.74223836927581, 86.36336288473785 23.74048524991365, 86.3619508352668 23.73909027375221, 86.36253410266923 23.7373371094687, 86.3611220789021 23.73594210406632, 86.36170534229232 23.73418889486985, 86.36370062218379 23.73383067875849, 86.36428387429579 23.73207741233747, 86.36627916535333 23.73171914236137))"
893ca9c9693ffff,72,"POLYGON ((86.35172920323738 23.73597951513347, 86.34973402753913 23.73633754712663, 86.3491507270931 23.73809061720089, 86.34715556260598 23.7384485953147, 86.34574372829228 23.73705351905237, 86.34374860475289 23.73741145898467, 86.34233681863535 23.73601635687956, 86.34292013356894 23.7342633114767, 86.34491522737981 23.73390535584054, 86.34549853105356 23.73215225319404, 86.34749363608825 23.73179424368154, 86.34807692849978 23.73004108379808, 86.35007204475021 23.72968302041364, 86.3514838983118 23.73107813260954, 86.35347905549145 23.7307200310503, 86.35489095722829 23.73211511740119, 86.35688615532452 23.73175697766252, 86.35829810522867 23.73315203815922, 86.36029334422884 23.73279386023652, 86.36170534229232 23.73418889486985, 86.3611220789021 23.73594210406632, 86.36253410266923 23.7373371094687, 86.3619508352668 23.73909027375221, 86.36336288473785 23.74048524991365, 86.36277961332343 23.74223836927581, 86.36078428517183 23.74259650016185, 86.36020100247943 23.74434956228229, 86.3616130552037 23.74574450582911, 86.36102976849848 23.74749752301457, 86.35903442180503 23.74785558434024, 86.35762239153746 23.74646064415941, 86.35820568550548 23.74470763928735, 86.35679368094461 23.74331266985252, 86.35479840487817 23.7436707086569, 86.35338644848862 23.74227571334326, 86.35396974569939 23.74052267586049, 86.35596499204406 23.7401646213698, 86.35654827798369 23.73841152664243, 86.35513632483537 23.7370164987296, 86.35314110821241 23.73737456890821, 86.35172920323738 23.73597951513347))"
893ca9c9c5bffff,23,"POLYGON ((86.42489000207219 23.73602335260665, 86.42347719659183 23.73462866098045, 86.42406028583486 23.73287489172245, 86.42605617320719 23.73251580184306, 86.42663925111103 23.73076197542616, 86.4286351494577 23.73040283172223, 86.43004799956611 23.73179753001201, 86.42946492901787 23.73355136867463, 86.43087780480607 23.73494603762743, 86.43029473027212 23.73669983137517, 86.43170763174039 23.73809447098101, 86.43370363004671 23.73773532017012, 86.43511657949695 23.73912993375199, 86.43453350834039 23.74088369481133, 86.43253748036955 23.74124283005436, 86.43112455322095 23.73984821980548, 86.42912856587394 23.74020731678512, 86.42771568671431 23.738812680513, 86.42571974000377 23.73917173923383, 86.42430690884112 23.73777707694765, 86.42489000207219 23.73602335260665))"
893ca9c9cabffff,101,"POLYGON ((86.43527399340158 23.75558904726052, 86.43585709184482 23.75383552317817, 86.43444406197224 23.75244103045693, 86.43244795595761 23.75280006515989, 86.43103497407004 23.75140554638165, 86.42903890868278 23.75176454280453, 86.4276259747882 23.75036999797843, 86.42820908396914 23.74861645338929, 86.43020511968717 23.74825744139432, 86.43078821752364 23.74650383962001, 86.43278426420441 23.7461447737819, 86.43419724271446 23.74753932528693, 86.43619333001446 23.74718022117479, 86.43677640913867 23.74542654999342, 86.43877250738292 23.7450673920433, 86.43935557515454 23.74331366369162, 86.44135168433493 23.74295445190798, 86.44276475540252 23.74434898403208, 86.44476090516864 23.74398973397124, 86.4453439542083 23.74223593623484, 86.44734011489204 23.74187663234563, 86.44792315257099 23.74012277745378, 86.44991932416427 23.73976341974064, 86.45133248773051 23.74115793246265, 86.4507494574367 23.74291179956957, 86.44875325619034 23.74327114173984, 86.4481702145324 23.74502495169276, 86.44958338150605 23.74641943168777, 86.44900033586931 23.74817319669337, 86.44700411587476 23.748532469491, 86.44642105887519 23.75028617733064, 86.44783422925332 23.75168062458333, 86.44983047890332 23.75132136732908, 86.45124369722848 23.75271578849573, 86.4506606436349 23.75446946358155, 86.44866436432942 23.75482870529401, 86.44808129937091 23.75658232320335, 86.44608503097379 23.75694151107258, 86.4455019546527 23.75869507179877, 86.44691515411101 23.76008945686162, 86.44891145216594 23.7597302845363, 86.45032469957631 23.76112464349696, 86.44974162665979 23.76287817144248, 86.447745298947 23.7632373282255, 86.44633207380973 23.76184297260484, 86.44433578666892 23.76220209107875, 86.44375269500634 23.76395554962686, 86.44175641878776 23.76431461424495, 86.44034326389537 23.76292023586582, 86.43834702827189 23.76327926217869, 86.43693392135354 23.761884857708, 86.43751702776466 23.76013142358116, 86.43610394652849 23.75873698968366, 86.43668704895582 23.75698351057487, 86.43527399340158 23.75558904726052))"
893ca9c9d9bffff,45,"POLYGON ((86.4455019546527 23.75869507179877, 86.44608503097379 23.75694151107258, 86.44808129937091 23.75658232320335, 86.44866436432942 23.75482870529401, 86.4506606436349 23.75446946358155, 86.45124369722848 23.75271578849573, 86.45323998743422 23.75235649294446, 86.45382302966048 23.7506027606889, 86.45581933075837 23.75024341130326, 86.45723261927974 23.75163780970638, 86.45922896091027 23.75127842201987, 86.46064229735565 23.75267279431788, 86.4626386795061 23.75231336832589, 86.46405206386753 23.75370771450958, 86.46346904383654 23.75546148335463, 86.4614726320398 23.7558208938245, 86.46088960063126 23.75757460550416, 86.46230298842272 23.75896891890317, 86.46171995303999 23.76072258560096, 86.46313336650485 23.7621168695355, 86.46255032714818 23.76387049124305, 86.46055386692316 23.76422981682941, 86.45914047570466 23.7628355362304, 86.45714405600312 23.76319482349462, 86.45656099787023 23.76494837583103, 86.45456458905154 23.76530760924599, 86.45398151954714 23.76706110439165, 86.45198512161944 23.76742028395295, 86.45057182285294 23.76602598390357, 86.4511548997481 23.7642725009525, 86.44974162665979 23.76287817144248, 86.45032469957631 23.76112464349696, 86.44891145216594 23.7597302845363, 86.44691515411101 23.76008945686162, 86.4455019546527 23.75869507179877))"
893ca9c9da7ffff,38,"POLYGON ((86.46770934751689 23.75964437795159, 86.46829236411186 23.75789064189896, 86.47028885690568 23.75753115479374, 86.47170236274509 23.75892541925147, 86.47111935356396 23.7606791674837, 86.47253288507353 23.76207340246161, 86.47452944798626 23.7617138925364, 86.47511244974882 23.75996013212914, 86.47710902348889 23.75960056837022, 86.47852262510234 23.76099478051823, 86.47793963076305 23.76274855309591, 86.47935325804468 23.7641427357472, 86.47877025973766 23.76589646332738, 86.47677362672329 23.76625599608938, 86.47619061702294 23.7680096664995, 86.47419399483127 23.76836914542037, 86.47361097373994 23.77012275865372, 86.47161436237904 23.77048218372897, 86.47020080175243 23.76908801107553, 86.46820423087456 23.76944739780954, 86.46679071815099 23.76805319899039, 86.46737375407308 23.76629961010206, 86.4659602670225 23.76490538179005, 86.46654329897214 23.76315174789998, 86.46853981056185 23.76279233014354, 86.46912283112842 23.76103863907904, 86.46770934751689 23.75964437795159))"
893ca9ca037ffff,35,"POLYGON ((86.40270304429298 23.84218569166582, 86.40129000543844 23.84079173158169, 86.40187336784153 23.83903991491315, 86.40046035469534 23.83764592524527, 86.40104371309864 23.83589406339199, 86.40304007732344 23.83553617900476, 86.40362342440211 23.83378425977058, 86.40561979967978 23.83342632140658, 86.40703285758212 23.83482031787758, 86.40902927360679 23.83446234113787, 86.41044237958317 23.83585631142783, 86.41243883634215 23.83549829630782, 86.41385199038457 23.83689224040753, 86.41326866530801 23.8386441962279, 86.41127217884906 23.83900219575815, 86.41068884243761 23.84075409420191, 86.40869236700843 23.84111203975307, 86.40810901926443 23.8428638808136, 86.40611255487308 23.84322177238127, 86.40469946793148 23.84182783848516, 86.40270304429298 23.84218569166582))"
893ca9ca07bffff,93,"POLYGON ((86.39265726209698 23.8159811283811, 86.39465340729767 23.81562318867543, 86.39523673769594 23.81387101076264, 86.39723289397382 23.81351301710168, 86.39781621305484 23.81176078184448, 86.3998123804018 23.81140273423264, 86.40122525837083 23.81279693749009, 86.40322146648076 23.81243885153973, 86.40463439253075 23.81383302867519, 86.40663064139093 23.81347490438168, 86.40804361551392 23.814869055386, 86.40746031840787 23.81662132729506, 86.40546403984797 23.81697943598752, 86.40488073141441 23.81873165055649, 86.40288446390046 23.81908970529576, 86.40230114414177 23.820841862518, 86.40030488768188 23.82119986329968, 86.39972155660044 23.82295196316851, 86.40113448930191 23.82434607446859, 86.40055115422081 23.82609812919127, 86.40196411262829 23.8274922109489, 86.40138077354774 23.8292442205171, 86.39938446873654 23.82960213611734, 86.39880111833348 23.83135408831505, 86.39680482458789 23.83171194994149, 86.39539191095555 23.83031787498241, 86.39339565799501 23.830675698247, 86.39198279246864 23.82928159714357, 86.39256615750418 23.82752966937487, 86.39115331768733 23.82613553873442, 86.39173667871981 23.82438356581227, 86.39032386461221 23.82298940564475, 86.39090722164138 23.82123738757748, 86.39290338546805 23.82087951745427, 86.39348673118367 23.81912744202407, 86.39207392038384 23.81773324894283, 86.39265726209698 23.8159811283811))"
